count,pp,Freq
1331,03N1E03887,5
1332,03N1E03889,5
1333,03N1E03890,5
1334,03N1E03891,10
1335,03N1E03892,11
1336,03N1E03896,5
1337,03N1E03897,5
1338,03N1E03898,11
1339,03N1E03900,10
1340,03N1E03902,10
1341,03N1E03903,11
1342,03N1E03904,10
1343,03N1E03905,5
1344,03N1E03906,5
1345,03N1E03907,5
1346,03N1E03910,11
1347,03N1E03911,5
1348,03N1E03912,9
1349,03N1E03915,5
1350,03N1E03916,5
1351,03N1E03918,6
1352,03N1E03919,10
1353,03N1E03920,7
1354,03N1E03921,10
1355,03N1E03922,8
1356,03N1E03923,7
1357,03N1E03924,7
1358,03N1E03925,7
1359,03N1E03926,7
1360,03N1E03928,6
1361,03N1E03929,11
1362,03N1E03930,5
1363,03N1E03932,7
1364,03N1E03933,8
1365,03N1E03934,10
1366,03N1E03935,5
1367,03N1E03938,10
1368,03N1E03939,6
1369,03N1E03941,12
1370,03N1E03942,10
1371,03N1E03943,6
1372,03N1E03944,12
1373,03N1E03945,11
1374,03N1E03946,10
1375,03N1E03947,9
1376,03N1E03948,6
1377,03N1E03950,5
1378,03N1E03951,9
1379,03N1E03952,5
1380,03N1E03953,10
1381,03N1E03954,7
1382,03N1E03955,5
1383,03N1E03957,11
1384,03N1E03958,10
1385,03N1E03959,10
1386,03N1E03963,8
1387,03N1E03964,11
1388,03N1E03965,10
1389,03N1E03966,6
1390,03N1E03967,8
1391,03N1E03969,8
1392,03N1E03970,6
1393,03N1E03972,7
1394,03N1E03973,5
1395,03N1E03974,11
1396,03N1E03976,10
1397,03N1E03977,11
1398,03N1E03980,12
1399,03N1E03981,5
1400,03N1E03982,7
1401,03N1E03984,9
1402,03N1E03985,6
1403,03N1E03986,10
1404,03N1E03987,11
1405,03N1E03989,11
1406,03N1E03990,11
1407,03N1E03991,11
1408,03N1E03992,10
1409,03N1E03993,10
1410,03N1E03994,10
1411,03N1E03995,10
1412,03N1E03996,5
1413,03N1E03997,12
1414,03N1E03998,10
1415,03N1E03999,10
1416,03N1E04000,10
1417,03N1E04001,10
1418,03N1E04002,10
1419,03N1E04003,5
1420,03N1E04005,6
1421,03N1E04006,8
1422,03N1E04007,10
1423,03N1E04008,5
1424,03N1E04009,11
1425,03N1E04013,10
1426,03N1E04014,10
1427,03N1E04015,10
1428,03N1E04016,5
1429,03N1E04017,11
1430,03N1E04018,10
1431,03N1E04019,7
1432,03N1E04020,5
1433,03N1E04022,9
1434,03N1E04023,11
1435,03N1E04024,6
1436,03N1E04026,8
1437,03N1E04028,10
1438,03N1E04029,10
1439,03N1E04030,10
1440,03N1E04031,10
1441,03N1E04033,5
1442,03N1E04034,10
1443,03N1E04035,5
1444,03N1E04037,10
1445,03N1E04038,10
1446,03N1E04039,6
1447,03N1E04041,10
1448,03N1E04042,10
1449,03N1E04043,12
1450,03N1E04045,6
1451,03N1E04046,7
1452,03N1E04047,11
1453,03N1E04051,10
1454,03N1E04052,10
1455,03N1E04054,7
1456,03N1E04056,6
1457,03N1E04057,11
1458,03N1E04061,12
1459,03N1E04062,5
1460,03N1E04064,7
1461,03N1E04065,5
1462,03N1E04066,5
1463,03N1E04070,10
1464,03N1E04072,7
1465,03N1E04074,10
1466,03N1E04075,5
1467,03N1E04078,10
1468,03N1E04079,5
1469,03N1E04080,10
1470,03N1E04082,8
1471,03N1E04084,7
1472,03N1E04087,6
1473,03N1E04088,13
1474,03N1E04089,10
1475,03N1E04090,13
1476,03N1E04091,10
1477,03N1E04092,7
1478,03N1E04094,11
1479,03N1E04096,7
1480,03N1E04097,10
1481,03N1E04098,5
1482,03N1E04099,10
1483,03N1E04100,11
1484,03N1E04102,10
1485,03N1E04103,10
1486,03N1E04108,7
1487,03N1E04109,10
1488,03N1E04110,5
1489,03N1E04112,10
1490,03N1E04113,11
1491,03N1E04114,6
1492,03N1E04115,10
1493,03N1E04116,11
1494,03N1E04117,9
1495,03N1E04118,7
1496,03N1E04119,8
1497,03N1E04120,10
1498,03N1E04121,10
1499,03N1E04123,12
1500,03N1E04124,7
1501,03N1E04127,11
1502,03N1E04128,7
1503,03N1E04131,10
1504,03N1E04133,10
1505,03N1E04134,7
1506,03N1E04135,10
1507,03N1E04136,10
1508,03N1E04137,10
1509,03N1E04139,5
1510,03N1E04140,8
1511,03N1E04141,5
1512,03N1E04142,10
1513,03N1E04143,8
1514,03N1E04144,8
1515,03N1E04145,8
1516,03N1E04146,10
1517,03N1E04147,10
1518,03N1E04148,10
1519,03N1E04149,10
1520,03N1E04150,9
1521,03N1E04151,2
1522,03N1E04152,5
1523,03N1E04153,5
1524,03N1E04155,11
1525,03N1E04156,9
1526,03N1E04160,7
1527,03N1E04161,8
1528,03N1E04162,5
1529,03N1E04163,10
1530,03N1E04164,11
1531,03N1E04165,12
1532,03N1E04166,12
1533,03N1E04167,10
1534,03N1E04168,9
1535,03N1E04169,5
1536,03N1E04170,10
1537,03N1E04171,5
1538,03N1E04172,10
1539,03N1E04173,15
1540,03N1E04175,10
1541,03N1E04176,10
1542,03N1E04177,10
1543,03N1E04178,12
1544,03N1E04180,10
1545,03N1E04182,10
1546,03N1E04183,10
1547,03N1E04184,8
1548,03N1E04185,5
1549,03N1E04187,5
1550,03N1E04188,8
1551,03N1E04189,10
1552,03N1E04190,5
1553,03N1E04191,5
1554,03N1E04194,2
1555,03N1E04195,5
1556,03N1E04196,12
1557,03N1E04197,5
1558,03N1E04201,10
1559,03N1E04203,6
1560,03N1E04204,5
1561,03N1E04205,11
1562,03N1E04207,6
1563,03N1E04208,6
1564,03N1E04212,6
1565,03N1E04213,6
1566,03N1E04215,11
1567,03N1E04217,5
1568,03N1E04220,5
1569,03N1E04221,9
1570,03N1E04222,11
1571,03N1E04224,12
1572,03N1E04225,12
1573,03N1E04226,5
1574,03N1E04228,5
1575,03N1E04229,11
1576,03N1E04230,12
1577,03N1E04231,8
1578,03N1E04232,10
1579,03N1E04233,12
1580,03N1E04234,10
1581,03N1E04235,13
1582,03N1E04236,6
1583,03N1E04237,5
1584,03N1E04238,5
1585,03N1E04239,5
1586,03N1E04240,5
1587,03N1E04241,5
1588,03N1E04242,11
1589,03N1E04245,5
1590,03N1E04247,10
1591,03N1E04248,7
1592,03N1E04249,5
1593,03N1E04250,10
1594,03N1E04252,14
1595,03N1E04253,5
1596,03N1E04254,11
1597,03N1E04255,12
1598,03N1E04256,6
1599,03N1E04257,6
1600,03N1E04258,7
1601,03N1E04259,5
1602,03N1E04261,5
1603,03N1E04264,5
1604,03N1E04265,5
1605,03N1E04266,11
1606,03N1E04267,10
1607,03N1E04268,7
1608,03N1E04269,8
1609,03N1E04271,10
1610,03N1E04272,6
1611,03N1E04273,8
1612,03N1E04274,11
1613,03N1E04275,5
1614,03N1E04276,9
1615,03N1E04278,10
1616,03N1E04285,5
1617,03N1E04287,7
1618,03N1E04289,7
1619,03N1E04290,5
1620,03N1E04292,9
1621,03N1E04293,11
1622,03N1E04294,8
1623,03N1E04299,12
1624,03N1E04301,5
1625,03N1E04304,5
1626,03N1E04305,8
1627,03N1E04306,8
1628,03N1E04308,8
1629,03N1E04309,9
1630,03N1E05150,11
1631,03N1E05151,10
1632,03N1E05152,10
1633,03N1E05155,8
1634,03N1E05156,10
1635,03N1E05157,11
1636,03N1E05158,5
1637,03N1E05159,6
1638,03N1E05161,7
1639,03N1E05162,8
1640,03N1E05163,10
1641,03N1E05164,10
1642,03N1E05166,8
1643,03N1E05168,9
1644,03N1E05174,6
1645,03N1E05176,5
1646,03N1E05178,8
1647,03N1E05185,5
1648,03N1E05186,5
1649,03N1E05187,6
1650,03N1E05188,5
1651,03N1E05189,5
1652,03N1E05190,12
1653,03N1E05191,12
1654,03N1E05192,6
1655,03N1E05193,5
1656,03N1E05194,6
1657,03N1E05199,10
1658,03N1E05200,10
1659,03N1E05202,5
1660,03N1E05206,5
1661,03N1E05209,5
1662,03N1E05210,5
1663,03N1E05212,8
1664,03N1E05214,9
1665,03N1E05217,5
1666,03N1E05218,6
1667,03N1E05219,5
1668,03N1E05221,5
1669,03N1E05237,5
1670,03NC016943,8
1671,03NC024815,4
1672,03NC024816,5
1673,03NC037195,5
1674,03NC045410,4
1675,03NC051697,4
1676,03NC052254,4
1677,03NC054558,9
1678,03NC059099,4
1679,03NC064093,1
1680,03NCA15657,9
1681,03NCA20602,8
1682,03NCA22007,9
1683,03NT002924,5
1684,03NTE01385,9
1685,03T1000015,9
1686,03T1000053,11
1687,03T1000135,10
1688,03T1000136,12
1689,03T1000137,9
1690,03T1000223,10
1691,03T1000224,10
1692,03T1000257,12
1693,03T1000308,7
1694,03T1000310,10
1695,03T1000340,11
1696,03T1000730,1
1697,03T1005981,5
1698,03T1006871,17
1699,03T1007440,11
1700,03T1009969,7
1701,03T1010476,9
1702,03T1010742,11
1703,03T1010825,14
1704,03T1010883,10
1705,03T1011139,11
1706,03T1011145,7
1707,03T1011208,9
1708,03T1011223,10
1709,03T1011226,10
1710,03T1011240,8
1711,03T1011319,6
1712,03T1011407,12
1713,03T1011414,8
1714,03T1011526,8
1715,03T1011565,9
1716,03T1011570,10
1717,03T1011606,7
1718,03T1011619,8
1719,03T1011749,8
1720,03T1011752,7
1721,03T1011773,11
1722,03T1011776,8
1723,03T1011801,8
1724,03T1011812,6
1725,03T1011819,7
1726,03T1011910,9
1727,03T1012001,10
1728,03T1012014,8
1729,03T1012020,8
1730,03T1012027,12
1731,03T1012029,9
1732,03T1012035,10
1733,03T1012037,12
1734,03T1012044,13
1735,03T1012047,11
1736,03T1012058,13
1737,03T1012088,7
1738,03T1012148,9
1739,03T1012155,7
1740,03T1012157,8
1741,03T1012208,10
1742,03T1012219,7
1743,03T1012229,7
1744,03T1012235,8
1745,03T1012236,11
1746,03T1012270,9
1747,03T1012278,16
1748,03T1012286,9
1749,03T1012289,8
1750,03T1012290,7
1751,03T1012299,9
1752,03T1012300,8
1753,03T1012314,10
1754,03T1012317,7
1755,03T1012330,11
1756,03T1012335,7
1757,03T1012341,10
1758,03T1012344,11
1759,03T1012349,7
1760,03T1012351,9
1761,03T1012352,7
1762,03T1012359,12
1763,03T1012368,8
1764,03T1012371,8
1765,03T1012372,7
1766,03T1012378,8
1767,03T1012430,8
1768,03T1012432,11
1769,03T1012436,8
1770,03T1012438,7
1771,03T1012452,11
1772,03T1012455,7
1773,03T1012458,7
1774,03T1012466,10
1775,03T1012471,11
1776,03T1012472,7
1777,03T1012473,7
1778,03T1012475,10
1779,03T1012490,8
1780,03T1012525,10
1781,03T1012526,10
1782,03T1012530,10
1783,03T1012533,7
1784,03T1012534,10
1785,03T1012544,7
1786,03T1012547,13
1787,03T1012548,12
1788,03T1012551,11
1789,03T1012558,7
1790,03T1012561,7
1791,03T1012565,7
1792,03T1012566,8
1793,03T1012568,11
1794,03T1012570,7
1795,03T1012579,8
1796,03T1012582,9
1797,03T1012592,11
1798,03T1012601,7
1799,03T1012603,11
1800,03T1012606,12
1801,03T1012607,12
1802,03T1012611,7
1803,03T1012613,11
1804,03T1012620,7
1805,03T1012621,7
1806,03T1012641,12
1807,03T1012646,7
1808,03T1012664,9
1809,03T1012670,8
1810,03T1012672,6
1811,03T1012675,7
1812,03T1012683,10
1813,03T1012684,8
1814,03T1012686,9
1815,03T1012693,10
1816,03T1012700,8
1817,03T1012711,10
1818,03T1012721,8
1819,03T1012725,8
1820,03T1012727,13
1821,03T1012730,7
1822,03T1012732,9
1823,03T1012735,11
1824,03T1012738,7
1825,03T1012745,7
1826,03T1012746,11
1827,03T1012749,8
1828,03T1012758,10
1829,03T1012760,9
1830,03T1012762,9
1831,03T1012764,7
1832,03T1012769,8
1833,03T1012772,7
1834,03T1012786,14
1835,03T1012787,7
1836,03T1012803,7
1837,03T1012804,10
1838,03T1012806,10
1839,03T1012809,11
1840,03T1012810,11
1841,03T1012812,9
1842,03T1012813,10
1843,03T1012816,12
1844,03T1012822,9
1845,03T1012832,10
1846,03T1012837,10
1847,03T1012838,7
1848,03T1012841,11
1849,03T1012845,7
1850,03T1012846,11
1851,03T1012848,6
1852,03T1012851,8
1853,03T1012852,10
1854,03T1012854,10
1855,03T1012856,11
1856,03T1012860,9
1857,03T1012862,10
1858,03T1012864,6
1859,03T1012865,10
1860,03T1012867,11
1861,03T1012868,10
1862,03T1012869,7
1863,03T1012874,7
1864,03T1012877,10
1865,03T1012878,12
1866,03T1012884,11
1867,03T1012885,11
1868,03T1012890,8
1869,03T1012892,10
1870,03T1012894,8
1871,03T1012895,8
1872,03T1012896,10
1873,03T1012905,10
1874,03T1012907,10
1875,03T1012908,10
1876,03T1012915,11
1877,03T1012917,11
1878,03T1012920,11
1879,03T1012927,10
1880,03T1012928,8
1881,03T1012931,6
1882,03T1012933,10
1883,03T1012940,10
1884,03T1012944,6
1885,03T1012945,10
1886,03T1012947,8
1887,03T1012948,10
1888,03T1012950,10
1889,03T1012951,11
1890,03T1012952,11
1891,03T1012953,10
1892,03T1012954,8
1893,03T1012955,10
1894,03T1012956,7
1895,03T1012957,10
1896,03T1012958,8
1897,03T1012959,8
1898,03T1012962,10
1899,03T1012963,7
1900,03T1012967,10
1901,03T1012969,11
1902,03T1012971,11
1903,03T1012972,7
1904,03T1012973,11
1905,03T1012975,9
1906,03T1012978,8
1907,03T1012980,7
1908,03T1012982,10
1909,03T1012983,7
1910,03T1012984,10
1911,03T1012985,10
1912,03T1012986,10
1913,03T1012987,10
1914,03T1012988,11
1915,03T1012992,7
1916,03T1012993,9
1917,03T1012994,14
1918,03T1012995,14
1919,03T1012998,10
1920,03T1013002,6
1921,03T1013003,10
1922,03T1013004,10
1923,03T1013005,10
1924,03T1013009,10
1925,03T1013010,9
1926,03T1013011,8
1927,03T1013012,8
1928,03T1013014,5
1929,03T1013015,12
1930,03T1013016,7
1931,03T1013017,10
1932,03T1013019,11
1933,03T1013020,10
1934,03T1013023,9
1935,03T1013024,9
1936,03T1013025,11
1937,03T1013028,7
1938,03T1013029,7
1939,03T1013034,7
1940,03T1013035,12
1941,03T1013036,7
1942,03T1013037,7
1943,03T1013041,7
1944,03T1013042,7
1945,03T1013043,6
1946,03T1013044,8
1947,03T1013046,8
1948,03T1013047,5
1949,03T1013049,7
1950,03T1013055,10
1951,03T1013056,11
1952,03T1013058,9
1953,03T1013060,8
1954,03T1013061,9
1955,03T1013062,11
1956,03T1013063,8
1957,03T1013069,7
1958,03T1013072,7
1959,03T1013074,12
1960,03T1013075,10
1961,03T1013077,7
1962,03T1013078,8
1963,03T1013079,10
1964,03T1013080,10
1965,03T1013083,8
1966,03T1013085,8
1967,03T1013086,8
1968,03T1013091,10
1969,03T1013093,11
1970,03T1013102,7
1971,03T1013103,8
1972,03T1013105,11
1973,03T1013106,7
1974,03T1013107,10
1975,03T1013108,9
1976,03T1013109,12
1977,03T1013112,8
1978,03T1013115,9
1979,03T1013116,8
1980,03T1013117,6
1981,03T1013118,12
1982,03T1013120,11
1983,03T1013122,7
1984,03T1013123,12
1985,03T1013127,8
1986,03T1013129,11
1987,03T1013131,12
1988,03T1013134,10
1989,03T1013137,7
1990,03T1013139,7
1991,03T1013140,6
1992,03T1013141,10
1993,03T1013142,11
1994,03T1013146,10
1995,03T1013147,9
1996,03T1013148,10
1997,03T1013149,10
1998,03T1013153,11
1999,03T1013154,7
2000,03T1013155,9
2001,03T1013157,10
2002,03T1013159,12
2003,03T1013161,7
2004,03T1013162,7
2005,03T1013170,12
2006,03T1013171,8
2007,03T1013172,8
2008,03T1013177,9
2009,03T1013179,12
2010,03T1013180,7
2011,03T1013182,9
2012,03T1013184,9
2013,03T1013185,11
2014,03T1013186,8
2015,03T1013187,12
2016,03T1013188,7
2017,03T1013189,7
2018,03T1013190,9
2019,03T1013192,8
2020,03T1013193,13
2021,03T1013194,13
2022,03T1013196,11
2023,03T1013197,10
2024,03T1013198,11
2025,03T1013199,11
2026,03T1013200,10
2027,03T1013202,7
2028,03T1013204,9
2029,03T1013205,11
2030,03T1013206,11
2031,03T1013207,9
2032,03T1013211,11
2033,03T1013212,10
2034,03T1013214,11
2035,03T1013215,11
2036,03T1013217,10
2037,03T1013218,10
2038,03T1013219,11
2039,03T1013220,8
2040,03T1013221,10
2041,03T1013222,11
2042,03T1013224,9
2043,03T1013225,9
2044,03T1013226,10
2045,03T1013227,9
2046,03T1013228,7
2047,03T1013229,8
2048,03T1013230,10
2049,03T1013233,8
2050,03T1013236,10
2051,03T1013238,11
2052,03T1013239,10
2053,03T1013240,12
2054,03T1013242,9
2055,03T1013243,10
2056,03T1013244,10
2057,03T1013245,8
2058,03T1013247,6
2059,03T1013248,10
2060,03T1013249,11
2061,03T1013250,11
2062,03T1013252,11
2063,03T1013254,10
2064,03T1013260,13
2065,03T1013261,10
2066,03T1013264,12
2067,03T1013265,11
2068,03T1013266,11
2069,03T1013267,9
2070,03T1013268,11
2071,03T1013269,8
2072,03T1013270,11
2073,03T1013272,6
2074,03T1013273,10
2075,03T1013279,10
2076,03T1013280,8
2077,03T1013282,10
2078,03T1013285,8
2079,03T1013287,11
2080,03T1013290,7
2081,03T1013292,10
2082,03T1013293,10
2083,03T1013296,7
2084,03T1013297,10
2085,03T1013299,8
2086,03T1013300,7
2087,03T1013305,12
2088,03T1013311,10
2089,03T1013312,6
2090,03T1013313,8
2091,03T1013314,11
2092,03T1013316,11
2093,03T1013317,10
2094,03T1013319,10
2095,03T1013321,10
2096,03T1013323,10
2097,03T1013325,10
2098,03T1013327,10
2099,03T1013329,7
2100,03T1013333,10
2101,03T1013335,7
2102,03T1013336,10
2103,03T1013338,7
2104,03T1013341,10
2105,03T1013342,13
2106,03T1013344,12
2107,03T1013345,10
2108,03T1013346,11
2109,03T1013347,11
2110,03T1013348,11
2111,03T1013350,7
2112,03T1013351,12
2113,03T1013352,9
2114,03T1013356,8
2115,03T1013358,10
2116,03T1013359,7
2117,03T1013364,12
2118,03T1013365,8
2119,03T1013369,7
2120,03T1013373,10
2121,03T1013376,10
2122,03T1013377,7
2123,03T1013378,7
2124,03T1013379,9
2125,03T1013381,11
2126,03T1013382,7
2127,03T1013383,10
2128,03T1013384,6
2129,03T1013387,7
2130,03T1013388,7
2131,03T1013391,7
2132,03T1013394,6
2133,03T1013396,7
2134,03T1013397,10
2135,03T1013398,8
2136,03T1013399,12
2137,03T1013400,12
2138,03T1013402,10
2139,03T1013403,6
2140,03T1013404,8
2141,03T1013406,11
2142,03T1013407,9
2143,03T1013408,9
2144,03T1013409,9
2145,03T1013410,7
2146,03T1013411,11
2147,03T1013416,9
2148,03T1013418,6
2149,03T1013425,10
2150,03T1013426,8
2151,03T1013429,12
2152,03T1013432,8
2153,03T1013434,7
2154,03T1013436,10
2155,03T1013437,9
2156,03T1013438,10
2157,03T1013440,7
2158,03T1013441,9
2159,03T1013442,9
2160,03T1013444,7
2161,03T1013451,11
2162,03T1013452,10
2163,03T1013453,12
2164,03T1013454,9
2165,03T1013457,7
2166,03T1013459,10
2167,03T1013461,11
2168,03T1013464,10
2169,03T1013466,7
2170,03T1013468,9
2171,03T1013469,11
2172,03T1013470,7
2173,03T1013471,8
2174,03T1013472,11
2175,03T1013473,10
2176,03T1013478,9
2177,03T1013479,10
2178,03T1013481,8
2179,03T1013483,7
2180,03T1013484,7
2181,03T1013485,9
2182,03T1013486,11
2183,03T1013488,10
2184,03T1013490,7
2185,03T1013491,11
2186,03T1013492,10
2187,03T1013494,11
2188,03T1013495,10
2189,03T1013496,7
2190,03T1013497,11
2191,03T1013499,10
2192,03T1013500,10
2193,03T1013501,10
2194,03T1013502,10
2195,03T1013504,12
2196,03T1013505,10
2197,03T1013508,7
2198,03T1013510,7
2199,03T1013511,8
2200,03T1013512,17
2201,03T1013513,10
2202,03T1013514,10
2203,03T1013517,10
2204,03T1013518,7
2205,03T1013519,8
2206,03T1013520,10
2207,03T1013521,10
2208,03T1013523,9
2209,03T1013524,7
2210,03T1013525,7
2211,03T1013526,11
2212,03T1013528,11
2213,03T1013529,6
2214,03T1013530,10
2215,03T1013531,11
2216,03T1013534,1
2217,03T1013537,10
2218,03T1013539,10
2219,03T1013540,11
2220,03T1013541,8
2221,03T1013543,9
2222,03T1013544,7
2223,03T1013545,8
2224,03T1013547,10
2225,03T1013548,10
2226,03T1013549,9
2227,03T1013550,11
2228,03T1013553,9
2229,03T1013555,9
2230,03T1013561,11
2231,03T1013563,11
2232,03T1013566,10
2233,03T1013567,10
2234,03T1013568,10
2235,03T1013578,7
2236,03T1013581,12
2237,03T1013583,12
2238,03T1013586,6
2239,03T1013587,11
2240,03T1013588,10
2241,03T1013590,10
2242,03T1013591,9
2243,03T1013592,14
2244,03T1013593,13
2245,03T1013596,10
2246,03T1013598,7
2247,03T1013599,10
2248,03T1013602,11
2249,03T1013603,11
2250,03T1013605,7
2251,03T1013606,11
2252,03T1013607,10
2253,03T1013608,7
2254,03T1013611,10
2255,03T1013613,7
2256,03T1013615,7
2257,03T1013625,7
2258,03T1013627,8
2259,03T1013628,10
2260,03T1013629,10
2261,03T1013631,8
2262,03T1013632,7
2263,03T1013633,9
2264,03T1013635,11
2265,03T1013636,5
2266,03T1013638,12
2267,03T1013639,7
2268,03T1013643,10
2269,03T1013644,13
2270,03T1013648,7
2271,03T1013649,6
2272,03T1013650,10
2273,03T1013654,11
2274,03T1013656,10
2275,03T1013659,11
2276,03T1013663,7
2277,03T1013665,9
2278,03T1013666,6
2279,03T1013668,9
2280,03T1013669,7
2281,03T1013671,11
2282,03T1013673,7
2283,03T1013676,11
2284,03T1013680,11
2285,03T1013681,11
2286,03T1013683,9
2287,03T1013684,11
2288,03T1013685,10
2289,03T1013687,10
2290,03T1013688,12
2291,03T1013689,8
2292,03T1013691,11
2293,03T1013692,12
2294,03T1013693,12
2295,03T1013694,11
2296,03T1013696,9
2297,03T1013698,11
2298,03T1013701,7
2299,03T1013703,7
2300,03T1013704,11
2301,03T1013707,10
2302,03T1013708,8
2303,03T1013711,7
2304,03T1013712,8
2305,03T1013713,11
2306,03T1013715,14
2307,03T1013717,8
2308,03T1013718,8
2309,03T1013720,7
2310,03T1013721,11
2311,03T1013722,11
2312,03T1013725,8
2313,03T1013727,8
2314,03T1013728,7
2315,03T1013729,10
2316,03T1013730,7
2317,03T1013731,10
2318,03T1013734,8
2319,03T1013735,7
2320,03T1013737,11
2321,03T1013738,11
2322,03T1013739,12
2323,03T1013740,8
2324,03T1013742,11
2325,03T1013743,10
2326,03T1013745,9
2327,03T1013746,7
2328,03T1013749,8
2329,03T1013750,10
2330,03T1013752,7
2331,03T1013753,10
2332,03T1013754,11
2333,03T1013759,7
2334,03T1013761,7
2335,03T1013762,7
2336,03T1013763,7
2337,03T1013764,8
2338,03T1013766,10
2339,03T1013768,10
2340,03T1013769,9
2341,03T1013770,11
2342,03T1013772,10
2343,03T1013775,7
2344,03T1013776,9
2345,03T1013777,7
2346,03T1013780,11
2347,03T1013781,7
2348,03T1013782,11
2349,03T1013783,12
2350,03T1013784,11
2351,03T1013788,12
2352,03T1013790,8
2353,03T1013792,10
2354,03T1013796,11
2355,03T1013797,10
2356,03T1013798,9
2357,03T1013802,11
2358,03T1013803,10
2359,03T1013804,11
2360,03T1013805,12
2361,03T1013807,10
2362,03T1013808,11
2363,03T1013809,10
2364,03T1013810,8
2365,03T1013811,9
2366,03T1013813,10
2367,03T1013814,12
2368,03T1013815,10
2369,03T1013817,10
2370,03T1013820,10
2371,03T1013821,6
2372,03T1013822,12
2373,03T1013824,10
2374,03T1013825,7
2375,03T1013826,10
2376,03T1013829,11
2377,03T1013830,10
2378,03T1013832,8
2379,03T1013836,11
2380,03T1013837,9
2381,03T1013838,10
2382,03T1013840,7
2383,03T1013841,7
2384,03T1013842,4
2385,03T1013843,7
2386,03T1013844,7
2387,03T1013848,7
2388,03T1013850,7
2389,03T1013852,11
2390,03T1013855,7
2391,03T1013856,9
2392,03T1013857,12
2393,03T1013858,11
2394,03T1013859,8
2395,03T1013860,11
2396,03T1013862,10
2397,03T1013864,11
2398,03T1013865,9
2399,03T1013867,10
2400,03T1013868,10
2401,03T1013869,10
2402,03T1013871,10
2403,03T1013873,9
2404,03T1013874,7
2405,03T1013877,11
2406,03T1013879,8
2407,03T1013880,8
2408,03T1013881,10
2409,03T1013882,8
2410,03T1013883,12
2411,03T1013884,8
2412,03T1013885,8
2413,03T1013886,12
2414,03T1013887,12
2415,03T1013888,7
2416,03T1013889,10
2417,03T1013890,8
2418,03T1013893,7
2419,03T1013894,7
2420,03T1013897,10
2421,03T1013898,9
2422,03T1013899,11
2423,03T1013902,11
2424,03T1013903,10
2425,03T1013906,8
2426,03T1013909,10
2427,03T1013910,10
2428,03T1013911,10
2429,03T1013912,7
2430,03T1013913,7
2431,03T1013914,10
2432,03T1013915,10
2433,03T1013916,11
2434,03T1013917,10
2435,03T1013918,10
2436,03T1013919,7
2437,03T1013920,10
2438,03T1013922,12
2439,03T1013923,8
2440,03T1013924,9
2441,03T1013925,11
2442,03T1013926,11
2443,03T1013928,11
2444,03T1013929,7
2445,03T1013930,10
2446,03T1013931,7
2447,03T1013933,10
2448,03T1013936,7
2449,03T1013943,12
2450,03T1013946,7
2451,03T1013950,11
2452,03T1013951,10
2453,03T1013952,8
2454,03T1013953,10
2455,03T1013954,10
2456,03T1013955,7
2457,03T1013956,7
2458,03T1013957,8
2459,03T1013958,8
2460,03T1013959,7
2461,03T1013961,11
2462,03T1013963,10
2463,03T1013964,11
2464,03T1013969,10
2465,03T1013970,10
2466,03T1013971,10
2467,03T1013973,11
2468,03T1013975,12
2469,03T1013976,7
2470,03T1013981,10
2471,03T1013982,11
2472,03T1013984,11
2473,03T1013988,10
2474,03T1013989,10
2475,03T1013990,7
2476,03T1013991,10
2477,03T1013993,8
2478,03T1013996,6
2479,03T1013997,7
2480,03T1013999,7
2481,03T1014000,7
2482,03T1014001,7
2483,03T1014002,10
2484,03T1014003,7
2485,03T1014004,11
2486,03T1014005,11
2487,03T1014006,10
2488,03T1014007,12
2489,03T1014008,10
2490,03T1014011,8
2491,03T1014012,7
2492,03T1014013,11
2493,03T1014014,10
2494,03T1014015,6
2495,03T1014016,9
2496,03T1014020,7
2497,03T1014022,11
2498,03T1014023,12
2499,03T1014024,10
2500,03T1014026,11
2501,03T1014027,7
2502,03T1014028,11
2503,03T1014031,7
2504,03T1014032,9
2505,03T1014035,14
2506,03T1014036,7
2507,03T1014037,11
2508,03T1014038,10
2509,03T1014040,10
2510,03T1014042,8
2511,03T1014043,8
2512,03T1014044,12
2513,03T1014047,10
2514,03T1014049,8
2515,03T1014050,9
2516,03T1014051,8
2517,03T1014052,10
2518,03T1014053,10
2519,03T1014054,7
2520,03T1014056,7
2521,03T1014058,7
2522,03T1014059,11
2523,03T1014060,7
2524,03T1014063,7
2525,03T1014066,11
2526,03T1014070,11
2527,03T1014071,6
2528,03T1014073,7
2529,03T1014074,13
2530,03T1014075,11
2531,03T1014076,10
2532,03T1014077,11
2533,03T1014079,7
2534,03T1014081,13
2535,03T1014083,7
2536,03T1014086,8
2537,03T1014087,9
2538,03T1014088,11
2539,03T1014090,11
2540,03T1014091,8
2541,03T1014092,7
2542,03T1014095,8
2543,03T1014097,10
2544,03T1014099,10
2545,03T1014102,10
2546,03T1014103,11
2547,03T1014105,7
2548,03T1014106,11
2549,03T1014109,13
2550,03T1014112,8
2551,03T1014113,10
2552,03T1014114,10
2553,03T1014115,11
2554,03T1014118,12
2555,03T1014120,10
2556,03T1014122,10
2557,03T1014124,13
2558,03T1014125,12
2559,03T1014126,7
2560,03T1014128,11
2561,03T1014132,10
2562,03T1014133,7
2563,03T1014134,7
2564,03T1014136,13
2565,03T1014137,9
2566,03T1014138,7
2567,03T1014139,10
2568,03T1014140,11
2569,03T1014143,8
2570,03T1014146,6
